invoiceAmount,invoiceDiscountAmount,invoiceProfit
220,11,220
218.39,11.49,18.466
98,0,13.58
88,0,11.6
313.5,16.5,26.7
85,0,19
48,0,6.28
1700,106,114.24
110,0,16.19
60,0,13.86
120,0,14.8
40,0,6
400,20,39.5
150,10,14
2000,42,136.87
200,0,24
580.8775,30.5725,52.0275
150,9,20.79
74.67,3.93,6.47
356.25,18.75,26.25
880,30,50
1762.25,92.75,149.25
1087.94,57.26,93.74
179.55,9.45,16.59
240,10,21.5
488.68,25.72,42.78
40,0.48,4.47
1346.18,48.83,90.675
680,4.8,65.4
600,0,54.55
409.58,12.67,43.0725
150,0,20.8
439.31,13.59,51.613
30.78,1.62,2.58
400,15,39
1156.45,60.87,111.04
1187.5,62.5,147.5
140,5.2,13.9
199.5,0,26.95
976.6,51.4,84.6
19.18,0,1.54
222.16,11.69,18.6375
685.19,36.06,55.9875
670,22,27.5
50,0,6.53
190,5,21.7
722.65,22.35,36.21
35.85,0,4.94
320.83,13.37,36.492
35.85,0,4.94
731.38,22.62,77.38
90,0,18
330,10,34.27
300,21.48,19.976
759.81,39.99,64.11
279.68,14.72,22.08
150,2,17.36
60,2,7.8
60,0,8.34
160,5,16
670.26,20.73,74.7003
80,0,12.31
25,2,25
150,0,21
220,5,24.3
69.33,0,9.37
429.97,15.59,43.3054
100,0,19.5
104.48,5.92,8.48
149.96,5.44,14.761
260,10,27
540,38.64,36.8
280,5.88,35.7
109,0,40.3
121.89,6.42,9.785
870.3,45.81,77.545
270,0,28.91
240,0,31.36
50,0,6.53
210,7,21.28
1622.8,85.41,145.94
3934.14,207.06,350.91
35.85,0,4.94
1000,58.82,76.779
200,6.4,21.8
250,0,29.74
50,2.1,6.6
1580,30,121.73
300,4.43,35.28
70,2,7.42
75,2.36,11
169.9,0,21.9
20,0,4.4
140,3.04,15.62
130,5,16.12
265.05,13.95,22.32
50,0,6.55
70,0,9
220,6.2,27.2
858.05,45.16,72.2595
880,30,50
28,0,4.08
500,16,51.2
200,9.3,19.1
2443.59,128.61,218.49
75,0,10.23
420,30,40
280,6.62,32.92
262.58,13.82,23.88
220,5,28.75
49.1,0,8.12
60,0,9
121.2,0,16.8
100,0,23.5
110,1.84,12.08
274.96,0,34.18
125,2,15
350,15,34.3
65.46,0,8.46
159.2,0,21.15
200,0,26.08
360,15.64,54.34
60,0,6
440,20.2,34.1
200,5,21
330,25,44.8
800,5,73.98
170,4.8,16.6
630,20,77.5
640,21.8,64.5
85,1,10.1
880,30,50
80,0,25.2
719.34,37.86,63.54
165,4,28
28.35,0,3.5
190,1,26
599.18,10.6,69.74
35.85,0,5.04
44.1,0,5.9
870,15,72.7
514.25,35.75,41.25
80,5,7
260,5,28.77
80,0,10.53
210,5,18.04
140,0,16
400,0,70
349.638,18.402,31.798
597.55,31.45,56.45
89.87,4.73,6.87
22.69,0,2.89
135,0,25
847.88,44.63,71.475
10,0,1.4
364.65,25.35,32.6
1359.64,71.56,114.44
130,2,16.2
492.5,0,55.94
130,4.4,16
240,0,31.64
25,0,5
417.53,21.98,66.685
90,0,18.75
1460,45,112.72
152.9025,8.0475,12.5925
70,5.74,3.57
968.62,50.98,81.07
90,0,17
30,0,9.6
96,0,12.56
150,0,22.5
280,2,37
130,0,17.93
55.6,0,7.6
230,10,19.53
525.92,27.68,42.92
440,13,68.9
169.02,0,22.04
150.1,7.9,12.7
496.38,26.13,43.175
30.5,1.61,2.695
479.75,25.25,69.75
70,0,10.2
825.28,25.52,85.316
48.91,2.57,4.026
300,12.5,28.5
51,0,6.7
109.27,0,13.95
60,2.85,5.34
142.68,0,18.64
260,10,24
270,5,31.5
366.6,0,47.8
210,10,18.6
100,5,8
570,20,23.7
352.66,12.18,35.58
149.46,7.04,13.3975
870,40,40
564.3,29.7,47.84
70,0,10
1068.75,56.25,91.63
160,8.64,13.32
140.6,0,18.2
20,0,12.5
90,8,5
488.78,25.73,38.205
45.65,0,6.31
74.67,3.93,5.67
876.92,46.15,74.9965
160,5.36,17.14
191.38,0,65.18
188.1,9.9,16.8
110.63,5.82,9.3775
149.5,0,18
350,15,34.3
380,11.5,41.61
50,0,9
190,2,23.04
792.3,41.7,67.6
178.54,9.4,14.223
440,20,40
420,12.8,44.6
450,14,46.55
99.78,3.62,9.781
20,0,2.8
420,6,43.6
125,0,15
75,0,9.74
600,15,34.2
265,10,28
598.5,31.5,46.5
649.52,34.19,50.315
143.91,7.57,11.046
119.23,6.28,9.325
286.38,15.07,24.8275
20,0,2.6
280,9,28.5
399,21,33.8
70,0,7.22
300,4.8,34.8
280,9.9,29.64
149.48,2,16.62
1030,30,74.9
20.24,1.07,1.755
50,0,19.98
470.73,24.78,41.985
50,0,6.5
480,5,60.5
399,0,53.9
19.8,0,4.62
320,14.78,28.64
170,1.18,21.74
180,0,15.63
460,20,42.8
190,10,9.82
50,2.5,4.4
580,20,61.4
100,0,32.9
80,0,8
120,0,17
100,3.25,11.8
90,0,10
98.5,6.5,8.15
520,29.91,41.795
278.656,14.664,23.806
140,0,16
75,0,9.78
637.45,33.55,56.95
530,30,43.92
217.26,11.43,20.0355
50,0.6,5.61
200,0,31.06
294.5,15.5,73.06
90,5,7.3
10,0,3.2
220,5,24.43
437,23,36
110,1.6,14.7
690,20,79.7
140,5,13.36
1000,50,95
55,0,15
500,50,17.55
20,2,0.7
70,0,10
255,0,23.18
270,5.85,30.73
473.77,24.94,39.665
1080,40,61.85
26,0,3.4
26,0,3.4
1200,50,50
240,10.6,22
95,0,11.07
65,3,6.88
100,0,22
170,0,18.2
80,1,7.38
1310,50,84.5
0,0,0
0,0,0
450,10,50
1372.28,72.23,109.575
370,20,31
274.08,14.43,25.875
40,1.73,3.86
60,0,20
360,19,26.91
20,0,4.4
319.49,16.82,26.985
531.95,28,44.6325
982,0,141.38
789.58,24.42,85.33
150,4.64,15.68
170.235,5.265,20.275
20,0,6.4
40,0,22.5
40,0,13.16
679.36,24.64,67.36
110.24,5.8,14.238
653.6,34.4,51.6
397.1,20.9,33.1
509.765,26.835,43.165
870,15,72.7
100,4.64,8.16
640,5,77.35
597.52,18.48,63.34
484.98,25.53,37.225
69.25,2.89,6.3344
1129.08,59.43,41.725
94.08,0,14.28
570,22,51.5
800.12,29.02,78.7601
2900,220.59,270.25
380,10,89
35.85,0,4.94
1357.08,71.43,114.875
346.75,18.25,31.05
607.62,31.98,55.84
551.93,17.07,58.07
100,0,18
158.46,8.34,14.46
64.07,3.37,8.748
344.38,18.13,37.455
400,20,34.8
209,11,17.8
307.88,0,43.44
360,11.44,35.17
100,0,14
353.12,18.59,29.915
280.9,15,24.18
1500,50,158.75
715.35,37.65,63.68
20,1.7,1.1
493.43,25.97,38.83
2575.93,135.58,212.415
423.548,22.292,36.428
145,0,20
509.53,26.82,43.2925
560,20,44.57
315,11,30
110,2,12.6
190,10,20
150,0,19.53
829.36,0,111.42
30,2.4,1.8
50,5.6,2
288.8,15.2,24.32
50,0,8
60,3.9,4.44
883.04,46.48,66.224
179.1,0,25.2
10,0.4,1.42
36.35,0,5.1
245.29,12.91,22.49
60,0,13.86
850,20,66.2
400,13.4,44.14
384.64,20.24,32.316
30,2,12.81
68,0,8.88
1020,54,91
559.31,29.44,49.1325
419.69,17.49,38.8728
318.25,16.75,24.25
264.01,13.9,44.405
170,0,18.2
99.54,0,13.92
201.12,10.59,16.615
320,7.4,48
99,0,13.65
210,1.9,26.7
80,0,8.57
309.23,16.28,28.615
471.28,24.8,40.176
161.6,8.51,13.695
69.33,0,9.37
29.2,0,3.8
204.82,10.78,15.81
680,10,44.45
626.15,32.96,56.145
430,6,36.34
340,9,36.53
170.15,8.96,13.945
550,23.6,55.4
1136.93,59.84,90.2515
95,0,12.39
150,0,22.5
55,0,15
150,0,25
100,4.72,9.14
2100,115.2,164.6
98,0,13
830,44.4,79.7
70,0,10
90,6,6.48
20,1.7,2.85
340,10,37
190,0,24.06
21,0,6.63
870,49.8,90
97,0,13.74
30,0,2.67
30,0,2.67
710,8.64,94.71
122.65,6.46,11.245
42.35,0,5.91
640.92,0,85.92
35.85,0,4.94
187.15,9.85,21.53
3950,163.8,457.8
115,4.5,18.5
130,8.6,9.4
50,0,20
527.06,27.74,61.06
157.89,8.31,13.59
66.5,3.5,6.2
50,0,19.98
400,4,49
500,22,48.38
1796.78,94.57,151.8825
870,40,40
320.82,16.89,27.115
580,10,106
215,0,37.52
120,6,10.44
119.7,6.3,11.06
600,19.43,63.59
868.97,17.73,82.866
478.8,25.2,44.24
370,8,44.08
140,5,14
1420,75.15,126.2425
180,5,20
200,0,30
1353.2,40,94.86
586.37,18.14,61.065
180,3,21
298.11,15.69,27.51
142.5,7.5,11.7
1265.85,39.15,120.1
180,0,45
180,0,15
220,3.02,26.08
449.87,23.68,43.6725
230,10,18.75
422.75,22.25,36.15
1500.575,54.425,131.815
169,0,41
455.05,23.95,60.05
140,0.68,18.49
35,0,4
60,0,7.8
300,20,15.91
150,0,13.64
200,0,24
1300,40,70.32
414.11,21.8,36.365
70,2,10.1
130,0,14.65
76.95,0,9
180,4.08,19.95
322.53,16.98,28.875
1765.31,92.91,149.509
110,0,11
280,7.5,30
359.57,18.92,28.4255
670.27,20.73,68.95
1848.89,97.31,155.39
270,5,31
190,0,24.8
550,24.3,71.28
170,19,6.5
1336.8875,70.3625,115.8175
146.97,7.74,12.865
100,0,22.5
240,7.5,24
199.5,10.5,16.85
260,3.75,28.65
100,2.06,11.26
480,6,59.61
130,5,8.93
350,15,34.3
1830,99.4,153
500,28,44
500,15.64,55.12
229.52,12.08,22.12
60,0,7.2
125.4,6.6,11.6
50,0,13.85
260,5,45.83774
389.71,20.51,31.829
110,5,10
65,0,6.18
610,11,46.28
20,0,3
627.67,33.04,54.1145
96,0,12.48
96,0,12.56
500,20,50
179.55,9.45,15.21
179.55,9.45,15.23
20,1,3.8
199.5,10.5,24.5
345.8,18.2,29.8
2270,80,133.63
110,4,11.36
1972.96,103.84,164.24
260,9,23.22
370,10,35
400,5,39
110,0,19
188.1,0,24.93
454.94,23.94,40.696
660,15,47.78
300,22.1,18.65
50,0,16.5
368.73,19.41,31.923
130,5,14
197.2,0,25.79
50,0,6.52
517.75,27.25,43.7
1560,17,144.5
502.66,26.46,38.714
120,14,2.71
866.31,45.6,81.505
199.5,10.5,18
128.25,6.75,10.95
490.2,25.8,41.4
329.18,17.33,29.475
50,0,19.98
494.48,26.03,38.125
1120,30,83.75
100.8,0,13.2
420,18,39.1
73.6,0,11.12
130,4,15.43
2850,100,118.5
160,6.35,15.82
300,14,44.86
80,0,10.1
38.61,0,5.3
359.77,18.94,31.665
150,5.06,15.46
570,5,69.46
20,0.55,1.1
40,2,7.6
1868.21,57.78,195.2703
498.75,26.25,44.75
50,0,9
190,5,73
210,0,30.55
70,0,10.2
90,4,9
140,0,26.64
75,0,10.42
40,2,7.6
540,20,52
880,30,50
167.11,8.8,13.305
312.55,16.45,23.15
50,1,7.55
40,4,1.8
270,5.5,30.4
100,5,3.56
-9,10,-9
472,0,90.38
26.48,0,3.67
435.29,22.91,42.09
618.45,32.55,52.65
80.64,3.36,8.28
1000,31.44,111.97
87,0,20.92
50.69,0,4.07
60,0.6,7.3
50,0,8.3
313.69,16.51,25.35
680,15,47
1987.2195,104.5905,177.1595
1028.28,54.12,95.08
259.61,8.03,26.8008
150,3.9,16.44
1074.2,0,143.66
540,20,60
80,0,12
540,20,60
440,10,41.42
100,4.65,10
147.63,7.77,12.43
1405.8,73.99,119.6405
20,0.55,1.1
160,2,19.1
200,10,18.5
115.52,6.08,10.04
181.15,0,25.64
378.86,19.94,29.46
134.9,7.1,12.38
104.31,5.49,8.31
1200,50,125
950.4,39.6,97.4
427.5,22.5,36.1
270,5,20
60,0,7.5
20,1,3.2
190,1.5,22.9
90,6,6.48
361.95,19.05,26.07
190,0.84,24.58
200,1.2,24.48
300,0,75
400,0,46.85
140,2.5,16.75
492.537,25.923,56.537
1675,55,158.93
97.5,0,12.75
570.32,30.02,51.053
1110,36.96,125.41
160,0,20
750,2.82,95.85
610,21.8,60.83
220,10,19.2
298.78,0,40.4
1392.15,73.27,109.399
160,7,15
96,0,10.32
200,5,25.45
319.86,0,47.74
150,8.1,12.42
356.04,18.74,30.501
1649,51,117.13
130,0,17.93
470,8.8,49.72
110.01,5.79,9.6
32.85,0,4.52
99,0,34
382.85,20.15,32.35
686.85,36.15,65.85
80,0,16.28
120,7,10
250,10,47
120,0,18
240,9,24
20,0.55,1.1
163.4,8.6,13.52
829.98,43.68,72.677
24.3,0,3.66
10.2,0,1.4
170,2.5,20
250.42,9.08,30.4475
30,0,30
864.5,45.5,78.38
54.9,0,6.9
320,5,42.01
460,0,41
477.43,25.13,40.952
130,5,13
28.4,0,3.76
179.996,11.884,13.916
299.25,15.75,27
360,0,54
630,0.5,135.2
94.86,0,12.24
65.55,3.45,5.55
600,0,78.2
120,0,18
180,0,45
54.82,2.89,5.015
100,0,17.5
16,0,2.3
50,4,0.8
149.46,7.04,13.3575
290,2.14,35.96
60,1.36,6.64
470,20,37.79
4.65,0,0.65
46.8,0,6.2
80,0,26.32
340.2,0,46
161.5,8.5,13.7
20,0,4.4
30,0,12.43
400,16.88,36.06
240,0,36
7533.41,396.5,684.4
44.39,0,6.25
180,10,14.6
130,5,13.4
110,5,6.3
107.64,0,14.7
60,0.6,7.3
190,5,44.5
117.1,0,14.4
3958.14,208.32,313.74
1000,100,35.1
41.47,2.18,3.5675
73.75,0,13
30,0,4.17
359.1,18.9,27.48
1000,50.22,97.34
629.95,26.25,59.052
70,0,35
250,0,32
268.15,8.29,27.0268
569.8575,29.9925,52.3375
515.66,27.14,45.86
170,9.6,16
30,0,9.6
870,15,72.7
60,4,3.8
393.9,0,51.6
161.5,8.5,9.7
195,0,57.42
470,5,55
280,2,34.73
170,0,34.92
20.21,0,2.81
19,0,2.42
70,4.5,8.86
70,0,35
380,20,39
2277,253,157
70,5,4.8
644.1,33.9,57
450,0,58
80,0.64,11.6
230,0,29.13
150,0,20
140,0,16
30,0,2.67
98.078,5.162,8.278
109.36,5.76,8.604
373.35,19.65,32.35
99.18,0,12.91
50,0.75,6.25
60,2,6.08
60,0,6
80,4,7.6
90,0.9,10.95
-4,5,-4
1251.84,52.16,125.34
2,0,0.28
736.29,38.75,65.068
30,1.11,2.8
40,0,13.16
202.49,10.66,17.1425
160,0,22
149.62,6.23,14.096
199.5,10.5,20.05
1700,50,190
98,0,13
290,5,24.74
357.77,18.83,30.17
544.16,28.64,46.86
40,4,4
180,0,45
200,3,25.8
1396.8,43.2,151.2
500,10,73.35
76,0,9.68
430,16.3,37.97
190,2,23
80,4,7.64
2231.1,117.43,194.4435
107,8,8.3
1896.11,58.64,201.2375
174.6,5.4,18.15
720,18.91,171.73
22.25,1.17,1.709
20,0,3.2
1440,30.2,69.01
45,3.31,2.995
996.38,41.52,96.284
340,18,28
114.72,0,14.94
580.93,30.58,49.425
100,0,15
272.29,14.33,25.209
960,40,59
155.8,8.2,14.24
595.14,31.32,50.237
1100,52.4,103.15
364,18.14,36.22
3,0,0.45
1057.45,32.7,127.5055
332.5,17.5,23.54
400,10,47.71
95.2,0,12.6
96,0,12.96
49.9,0,6.51
547.86,0,78.71
1936.55,59.89,175.4268
75,0,17.2
500,6.2,59.85
300,2.8,37.86
10,0.8,1.08
520,23,44.08
1200,40,60
50,0,6.53
500,17.44,50.06
1020,0,127.44
20,3.88,-0.52
170,0.55,23.6
298.48,0,38.79
700,26.2,76.05
180,1.14,21.31
80,0.6,10.8
200,6.4,21.8
49.06,2.04,4.536
45.89,2.42,3.885
715,15,50.62
1082.72,56.99,91.815
98.5,0,19.32
687.42,36.18,57.86
50,0,5.36
120,0,36
61.75,3.25,5.25
770.16,53.54,57.0695
95,0,12.1
379.05,19.95,31.95
130,0,13.12
125,2,15
140,5,15
1070,40.45,114.45
160,0,20.2
170,0,18.2
68.25,0,9.07
320,5,39.1
440,20,60
280,5,32
299.25,15.75,25.25
590.13,9,37.93
123.6,0,16.84
850,60,20
160,7.7,13
160,14.2,10.2
20,0,3.08
130,3,14
1580,45,81.89
10,4,-2.06
70,0,10.2
90,0,20.79
66.9,0,8.7
50,0,4.55
980,20,320
35,2,7.67
130,2.5,38.75
30,2.88,-0.24
120,6,10.12
960,18,211
68,0,9
100,4.66,12.15
20,0.55,1.1
260,1.2,27.33
141,0,18
400,16.8,41
10,0,1.37
220,7.22,20.71
245,10,23
546.25,28.75,45.99
256.5,13.5,23.65
2840,112.41,164.17565
250.42,13.18,21.9
60,0,16
1345,49.04,97.2086
100,0,25
180,0.5,29.79
20,1,1.91
430,20.8,38.2
900,10,60.05
590,23,57.8
50,0,6.7
250,6.49,26.98
500,5.7,74.32
95.48,0,12.36
80,0,10.3
280,4,32.9
500,0,46
400,15,10.6
10,0,1.3
190,0,24
45.12,0,5.98
200,0,32.5
270,10,18.95
20,0,3.08
579.35,30.49,53.428
591.85,31.15,49.85
416.62,0,54.12
120,5.3,11
180.4,7.52,17.0832
550.05,19.95,54.05
175,5,28.9
412.95,21.73,41.786
676.59,35.61,51.99
884.05,46.53,77.161
100,6.18,6.201
60,0,12
290,10,29.13
912,48,81.6
500,35,22.32
190,5,23
150,0,22.5
150,0.7,16.7
924.92,48.68,81.52
1391.61,73.24,97.8575
100,0,15
209.05,9.85,18.5495
178.13,9.38,16.325
140.16,5.84,13.16
60,0,18.9
198,10.42,16.759
265.05,13.95,22.44
210,9,20
1501.33,79.02,129.0325
322.81,16.99,27.31
50,0,6.53
50,0,11.5
99,0,34
20,0,6.4
120,6,9.47
320,0.1,57.8
200,17.44,10.878
1624.32,103.68,121.72
190,6,20
10,2,-0.4
240,11,22
55.62,2.93,4.6225
750,10.78,91.46
197.13,10.38,17.775
330,10,33.06
20,1,3.2
880,30,50
700,30,135.25
170,4.73,17.27
748.7,39.41,63.475
195.62,0,28.64
246.5,0,29.9
660.51,0,79.54
483.86,33.64,33.8625
460,10,22.9
0.8,0,0.14
90,5,7
160,5,16
34.54,1.82,2.922
120,0,16
142.03,7.48,18.115
261.7,13.77,22.3565
48,0,6.28
400,8.8,36.84
150,0,20
310,17,28
100,1,12.18
33,0.3,4.56
220,5,14.76
160,5.99,14.32
1078.44,56.76,89.19
170,9.35,14.55
40,0,40
250,16.66,17.647
250,0,35
2572.23,79.55,244.8966
190,0,27
19.5,3,0.83
17.56,0,2.42
583.3,30.7,48.2
555.81,17.19,81.81
52,0,6.8
150,2.15,17
30,2.1,2.2
305.31,16.07,26.641
581.4,30.6,47
50,4,3.44
100,2.4,10.9
500,38.1,36.7
30,1.5,2.61
402.88,21.2,32.216
2484,276,25
220,0,22.72
38.66,0,5.08
129.16,0,17.26
580,16,507.64
150,5,13
230,15,14.4
290,11.45,28.45
60,2.86,5.4
1333.69,70.19,112.956
940.12,49.48,84.12
100,0,13
2500,110,157
187.24,0,24.58
27,0,3.51
120,7,10
200,3.17,21.54
320,15,18.59
70,7.6,2
150,7,15
100,5,9
10,0.96,-0.08
430,10,60
2370,7.24,318.84
60,3.6,5.92
100,2.6,11.44
60,0,13.86
100,6,11.17
200,1.75,25.25
180,0,23
27,0,2.4
1193.1,36.9,84.95
250,0,24.39
20,0.09,2.5
80,1.6,12.08
480,20,36.25
80,7,4
440,10,40
454.1,23.9,35.1
14,0,3.2
140,3.52,8.96
600,28.28,60.56
170,0,17.88
710,25,31.5
14,0,1.94
1570,85.75,123.8025
900,20,108.8
380,20.96,32.12
870,30.9,97.053
550,10,36.9
510,10,133
170,5,20
470,25.91,38.895
266.57,14.03,22.97
2090,110,150
30,0,6.93
150,0,14.1
2574.12,135.48,216.02
3487.5,262.5,237.5
540,20,60
170,4.6,18.4
230,15,16.8
240,10,40
550,10,24.8
210,2.88,23.76
35,0,7
30,0,5.7
220,0,27
500,0,70
170.72,5.28,17.72
57,0,7.45
27.72,0,3.68
130,4.4,16
339.78,12.32,34.2765
1530,50,116.5
496.85,26.15,42.27
1962.23,103.28,166.425
75,1.75,22.75
130,1.46,16.37
160,0,22
232.75,12.25,19.85
1979.71,104.2,174.93
39,0,5
200,5,21
484.1,0,62.7
308.75,16.25,16.25
997.5,52.5,83.5
409.78,17.07,38.716
100,0,13.1
854.26,44.96,45.689
267.05,14.06,25.245
450,3,55.35
120,0,20
440,40,22.4
94.78,0,14.69
295,0.2,37.05
1011.465,53.235,80.265
2890,105.01,167.995
199.5,10.5,11.5
30,2.4,1.8
160,1.6,19.4
80,4,21.19
411.96,28.64,28.761
347.61,18.3,29.405
250,6.44,25.88
17,0.44,1.95
90,0,9
280,3,33.97
1650,91,135.34
65,0,10
96,0,12.56
3787.97,199.37,353.233
135,4,14
1570,88,127.54
320.15,16.85,29.75
282.34,14.86,19.97
310,5,28.85
130,5,13
16,0.44,0.88
278.58,8.62,28.844
384.12,11.88,42.12
850,9,102.14
3350,194.42,327.669
300,10,28.38
20,0,6
150,0,22.5
19.7,0,2.55
170,0,20.9
200,0,28.55
225,1.95,32.05
430,15,43.5
500,40,30
862.19,45.38,84.6215
200,5,21
50,0,5
400,11,43
480,11,69.98
1360.28,58,63.99
270,10,50
600,4,81.9
170,0,18.2
260,5.9,25.84
60,0.6,7.3
136,0,22.46
320,5.3,42.3
1780.98,88.8,157.04
320,14,30.35
750,24,76.62
775.28,40.8,58.296
86.58,0,11.28
930,20,131.5
300,8.4,34
330,9,54.3
96.8,0,12.64
290,10,21.54
120,5,20
89.88,0,13.58
626.51,32.97,49.776
76,4,7.6
36.6,0,5.26
1746.65,63.35,172.65
180,2,23.12
810.6,18,68.75
185,5,21
2150.04,113.16,176.34
96,0,12.56
36.6,0,5.26
958.09,50.43,85.574
600,15.34,72.26
210,5,24
258,0,34.2
380,9.56,37.56
380,6,42.2
365.47,19.24,32.365
150,7.5,13
100,0,9
930,45.5,81.4
1993.85,104.94,195.9305
1200,94.95,79.02
197.13,10.38,15.625
2004.78,105.51,166.0155
170,0,15.85
220,2.4,25.77
440,20,60
713.55,37.56,62.195
350,13.1,35.3
1100,60,98.1
92.1,0,12.71
370,14,36.08
143.38,0,27.63
708.32,37.28,47.84
23.72,0,4.46
150,0,19.6
60,0,13.2
250,0,37.5
240,5.45,26.01
10,0,2.9
437,23,36
600,30,52.2
400,0,52
320,8,34.8
170,5,20
132.62,6.98,11.17
210,10,21.75
129.77,6.83,10.51
450,10,38.06
207.96,10.95,17.455
368.6,11.4,38.6
230,4.44,24.88
1050,35,40.12
100,0,18
10,0,1.4
800,30.6,117.2
20.88,0,2.72
380,12.6,39.6
607.15,31.96,53.545
130,3.1,17.08
168.63,8.88,14.625
115,2.1,13.14
120,3.8,12.4
380,26.9,-0.2
330.52,17.4,29.724
307.32,9.5,32.4954
650,20,14.9
50,0,9
81.51,4.29,6.21
261.11,13.74,23.3575
550.43,28.97,54.8
120,5.02,10.38
350,11.54,32.08
150,0,20.7
300,0,54
199,0,27.25
892.81,46.99,75.21
30.5,1.61,2.695
80,0.8,9.1
600,15.95,52.75
596.125,31.375,54.725
36.6,0,5.26
344.33,18.12,28.9775
340,11.3,31.9
100,2.3,10.9
240,11.58,20.16
420,15,68.5
720,21,76
200,5,21
60,3,5.22
19.18,0,1.54
34.6,0,6.68
90,0,18
110,0,13.5
99,5,21.4
330,15,3.6
80,1.5,9.5
96.75,5.09,7.428
420.72,22.14,34.377
380,10,31.79
130,0,19.25
80,1.9,8.84
60,0,12
438.64,23.09,37.1835
70,0,35
88.3,0,11.46
1105.99,58.21,93.39
200,12.8,12.72
25,1.88,2.2
200,4.65,23.06
394,22,33
200,8,19.1
20,0.55,1.1
2,0,0.3
1300,33.8,104.35
260,9.7,25.72
40,1.1,2.2
754.9175,39.7325,65.7975
567.45,17.55,60.95
2469.44,89.57,166.335
160,0,21
36.6,0,5.26
190.99,5.91,20.393
820,22,86.24
50,0,6
200,5.44,22.56
427.77,13.23,40.95
600,15,34.2
14,0,2.04
15,0,2.25
159.6,8.4,14.88
50,0,6.05
82.752,9.008,3.422
3000,220,340
60,0,13.86
70,3,7.85
100,4.65,10
20,3.8,0.19
77,0,6.68
160,5,10.14
105,3.2,15.6
1225.79,64.52,105.575
4862.1,255.9,255.9
870,15,72.7
10,0,2.2
240,0,31.3
170,0,28
520,24.86,47.05
112.77,5.94,8.665
1000,60,85
49,0,6.79
130,2.72,16.54
400,16,38.6
640,27.5,65.6
2247.75,182.25,263.75
300,22.51,20.495
52.25,2.75,12.25
600,10,38.8
560,0,93.1
120,1,14.77
100,0.69,11.08
700,17.3,78.02
7,0,1.4
50,6.7,2.54
100,5,3.56
430,2,54.52
48,0,6.28
10,0,1.5
217.38,17.63,11.195
6937.5,562.5,437.5
20.55,0,1.65
71.25,3.75,6.05
51.3,2.7,10.3
57,0,7.45
130,0,33
169.5,0,23
200,15.7,11.3
289.7,0,34.48
190,0.4,24.4
190,0,24
530,1.75,71.58
30,0,10.9
100,0,11
460,29.71,22.465
200,0,24
3280,105,213.05
20,0,3
100,0,13
1239.25,4.75,157.65
327.7,13.65,33.596
307.14,16.17,26.535
160,2,19.4
213.75,11.25,17.95
68,0,11.4
311.6,16.4,26.4
280,5,37.75
49.5,0,20.79
704.45,25.55,54.45
579.12,30.48,49.12
210,5,18.9
185.82,9.78,15.82
103.1,0,14.52
1450,48.4,141.798
110,0,11
570,30,68
1408.57,74.14,124.965
990.85,52.15,84.25
560.5,29.5,51.3
130,5.2,14.8
50,2.5,4.4
722.76,38.04,64.25
150,6.5,13.9
147.63,7.77,12.43
134.65,0,18.65
199.5,10.5,16.5
80,0,12
35,0,7
10,0,1.5
85,3,8.8
90.2,0,14.36
554.99,29.21,47.19
14,0,3.2
135,3,19.81
299.01,10.85,34.5549
1050,26.5,112.2
20.79,0,2.7
256.88,13.52,22.88
280,3.3,33.9
270,10,18
190,4,22.2
1599.97,58.03,114.81
270,15.91,21.685
200,0.79,27.5
100,0,13.8
120,5,10.2
516.99,27.21,52.19
89.3,0,11.1
315.5,16.61,26.895
50,0,6.5
429.4,22.6,37.2
5,0,0.75
100,0,20.68
14,0,1.94
210,0,25.2
116.9,6.15,23.1975
322.03,16.95,27.571
2750,98,185.81
10,0.34,1
100,2,11.32
180,10.51,14.365
195.8,10.31,17.395
400,15,45.3
799.85,42.1,71.6525
400,14,41.93
150,5.85,14.48
115,4.4,12.4
540,20,60
31.5,0,4.11
120.8,0,14.8
70,0,10.2
240,1.6,28
114,6,-71.12
150,9,11.7
33.8,0,5.05
360,10,40
352.51,12.79,28.7545
999.12,86.88,2.22
650,20,14.9
260,5.4,20.3
36.36,0,4.74
95,3,10
120,0,15
1243.08,65.43,107.275
42.1,0,7.07
90,0,18
195,0,28
230,4.44,69.05
460,22.06,45.02
1160,30,66
1539.14,81.01,124.4925
77.32,0,10.16
1000,60,85
440,10,29
960,20,31
620,1,79.93
14,0,2.8
350,4.1,36.5
304,16,22.32
33.8,0,5.02
14.5,0,2.1
90,0,18
200,5,36.63
516.71,27.2,46.305
90,5,7.3
180,0,45
330,6,35.26
110,7.06,8.737
60,2.5,18.75
130,5,14
77.32,0,10.16
153.52,8.08,12.92
522.5,27.5,102.5
1180,47.45,108.45925
150,4.95,14.5
33.8,0,5.05
240,10,20.7
279.3,14.7,21.42
200,0,25.34
75,2.32,7.84
96,0,12.56
150,0,21
1460,43.6,166.23
820,25.98,55.1206
100,0.86,13.8
1919.38,101.02,185.28
110,0,14.5
1629.46,85.76,149.749
20,0,4.3
60,0,7.8
500,10,62.25
530,20,80
60,0,10
2469.44,89.57,166.335
180,0,45
25,0,9.99
24.8,0,3.92
1254.5,45.5,72.7
739.63,22.88,70.095
600,18,61.24
170,4,23.56
200,5,21
300,10,33
160,4.7,16.7
120,0,27.72
200,25.06,4.437
60,0,7.2
100,0.55,9.67
