invoiceAmount,invoiceDiscountAmount,invoiceProfit,invoiceDate
79,0,10.3,7/3/2019 5:15
88.44,0,14.8,7/3/2019 5:19
1787.1685,94.0615,193.4585,7/3/2019 5:20
2098.88,76.13,144.875,7/3/2019 5:31
16,0.44,0.88,7/3/2019 5:32
110,0,19.12,7/3/2019 5:34
200,10,17,7/3/2019 5:35
50,0,5,7/3/2019 5:45
200,8,20,7/3/2019 6:07
150,2.2,20.1,7/3/2019 6:09
280,15,24,7/3/2019 6:11
96.3,0,12.68,7/3/2019 6:18
140,5.2,14.4,7/3/2019 6:22
190,5,21.7,7/3/2019 6:45
1900,98.4,166.6,7/3/2019 6:46
338.87,17.84,28.665,7/3/2019 6:50
1014.41,53.39,92.21,7/3/2019 6:50
190,12,14.6,7/3/2019 7:04
170.45,0,21.51,7/3/2019 7:11
610,17,64.5,7/3/2019 7:11
128.27,3.25,18.12,7/3/2019 7:12
400,20,64,7/3/2019 7:13
199.3,0,23.12,7/3/2019 7:14
150,12.8,10.9,7/3/2019 7:15
270,3.56,32.12,7/3/2019 7:15
100,0,35,7/3/2019 7:20
150,5.4,14.94,7/3/2019 7:23
44.67,0,5.88,7/3/2019 7:23
20,4,-0.49,7/3/2019 7:25
98.94,0,13.92,7/3/2019 7:26
120,7.2,11.3,7/3/2019 7:27
100,1.5,12.5,7/3/2019 7:29
360,24.24,28.31,7/3/2019 7:31
1109.6,58.4,98.88,7/3/2019 7:33
270,9,29.6,7/3/2019 7:36
567.04,29.84,52.796,7/3/2019 7:39
233.75,16.25,14.75,7/3/2019 7:43
617.81,32.52,52.3135,7/3/2019 7:45
478.8,25.2,44.24,7/3/2019 7:49
270,0,35.1,7/3/2019 7:52
20,0,6.58,7/3/2019 7:55
400,12.6,41.5,7/3/2019 7:57
213.98,11.26,18.138,7/3/2019 7:59
75,0,10.34,7/3/2019 7:59
180,0,23.82,7/3/2019 8:02
340,22,25.39,7/3/2019 8:04
1457.15,52.85,96.65,7/3/2019 8:05
35,2.25,6.97,7/3/2019 8:06
1401.25,73.75,118.25,7/3/2019 8:06
97.8,0,12.78,7/3/2019 8:09
120,0.3,14.7,7/3/2019 8:13
898.59,47.29,80.466,7/3/2019 8:16
545.11,28.69,52.71,7/3/2019 8:18
190,0,27.61,7/3/2019 8:24
1390.52,73.19,115.835,7/3/2019 8:24
220,5,23.5,7/3/2019 8:26
160,6.75,18.65,7/3/2019 8:27
5,0.4,1.22,7/3/2019 8:28
180,3.75,18.82,7/3/2019 8:30
836,44,75.04,7/3/2019 8:30
290,0,38.5,7/3/2019 8:33
560,25.9,52.7,7/3/2019 8:34
20,0.25,2.45,7/3/2019 8:35
880,27.79,98.65,7/3/2019 8:36
180,3.75,20.22,7/3/2019 8:37
636.785,33.515,54.285,7/3/2019 8:39
160,5.99,16.9,7/3/2019 8:42
160,0,22,7/3/2019 8:43
50,2,6.8,7/3/2019 8:44
650,30.87,65.47,7/3/2019 8:45
167.58,8.82,14.38,7/3/2019 8:45
200,2.83,36.2,7/3/2019 8:51
390,5.06,46.26,7/3/2019 8:51
100,5,19.5,7/3/2019 8:53
299.63,15.77,26.63,7/3/2019 9:00
321.77,16.94,27.265,7/3/2019 9:01
266.995,14.705,22.395,7/3/2019 9:04
160,15,25,7/3/2019 9:05
676.27,35.59,56.887,7/3/2019 9:05
505.4,26.6,42.84,7/3/2019 9:07
110,7,12.18,7/3/2019 9:10
60,6,10.2,7/3/2019 9:11
29.6,0,7.1,7/3/2019 9:13
10,0,1.5,7/3/2019 9:14
275.5,14.5,23.5,7/3/2019 9:16
610,22.5,58,7/3/2019 9:17
140,0,19.3,7/3/2019 9:19
15,1.44,-0.12,7/3/2019 9:21
465.86,24.52,40.621,7/3/2019 9:22
210,5,27.2,7/3/2019 9:25
930,49.25,98.76,7/3/2019 9:30
50,1.55,5.15,7/3/2019 9:32
180,0,45,7/3/2019 9:34
160,5,17,7/3/2019 9:35
420,5,48.82,7/3/2019 9:38
18,0,3.94,7/3/2019 9:41
180,0,45,7/3/2019 9:43
287.62,15.14,24.402,7/3/2019 9:45
90,0,11.8,7/3/2019 9:45
320,0,40.52,7/3/2019 9:47
180,4,21,7/3/2019 9:47
60,5.6,3,7/3/2019 9:55
440,24.16,36.662,7/3/2019 9:56
630,56,27.65,7/3/2019 10:00
630,34.44,56.158,7/3/2019 10:03
80,5,6.25,7/3/2019 10:04
450,20,12.9,7/8/2019 9:24
511.1,26.9,44.43,7/3/2019 10:06
180,0.4,23.12,7/3/2019 10:08
450,10,50,7/3/2019 10:09
210,12.7,17.9,7/3/2019 10:40
329.99,18.83,33.59,7/3/2019 10:48
350,12,40.49,7/3/2019 11:09
300,11.7,28.95,7/4/2019 8:54
205,20,9.75,7/4/2019 8:55
300,0,36.8,7/4/2019 8:57
100,10.72,3.764,7/4/2019 9:00
564.3,29.7,65.8,7/4/2019 9:26
230,13.66,18.577,7/4/2019 9:39
100,0,23,7/4/2019 10:06
50,5,2.2,7/4/2019 10:07
180,9.9,25.9,7/4/2019 10:19
190,5,23,7/4/2019 10:30
29.1,0,3.75,7/4/2019 10:35
434.34,22.86,36.84,7/4/2019 10:36
120,1,17,7/4/2019 10:36
1913.3,100.7,162.3,7/4/2019 11:03
288.73,15.2,25.7535,7/4/2019 11:31
227.53,11.98,19.275,7/4/2019 12:18
60,0.3,7.2,7/4/2019 12:30
100,0,10,7/4/2019 12:31
650,24,63,7/4/2019 1:20
350,0,52.5,7/4/2019 1:25
430,20,45.4,7/4/2019 4:07
30,10.31,-4.805,7/4/2019 4:12
320,10,33,7/4/2019 4:16
96.3,0,12.68,7/4/2019 4:35
50,0,4.5,7/4/2019 4:46
511.91,35.59,38.4125,7/4/2019 4:59
1042.24,54.85,89.6955,7/4/2019 4:59
382.6,0,69.34,7/4/2019 5:08
140,1,17,7/4/2019 5:12
388.88,20.47,33.4425,7/4/2019 5:21
400,20,64,7/4/2019 5:22
557.56,29.35,47.155,7/4/2019 5:24
423.13,22.27,62.88,7/4/2019 5:32
900,54.8,70.21,7/4/2019 5:37
500,4,65.44,7/4/2019 5:39
8130,434.91,635.495,7/4/2019 5:45
100,10,4.6,7/4/2019 5:50
499.7,26.3,45.5,7/4/2019 5:52
80,5.1,6,7/4/2019 5:52
270,19.96,22.002,7/4/2019 5:53
979.26,51.54,91.24,7/4/2019 6:09
275.03,14.48,27.825,7/4/2019 6:12
200,12.75,15.15,7/4/2019 6:16
263.53,13.87,22.93,7/4/2019 6:30
90,3,9.12,7/4/2019 6:32
60,2,3.64,7/4/2019 6:48
112.2,7.8,7.86,7/4/2019 6:53
200,0,70,7/4/2019 6:56
44.86,0,5.86,7/4/2019 7:06
50,0,5.38,7/4/2019 7:08
200,4.44,21.14,7/4/2019 7:10
20,0,6.3,7/4/2019 7:11
260,7.41,52.03,7/4/2019 7:18
534.38,28.13,45.075,7/4/2019 7:25
100,0,10,7/4/2019 7:25
300,10,29.7,7/4/2019 7:26
320,8.5,34.4,7/4/2019 7:30
280,15,26,7/4/2019 7:31
572.3,17.7,50.32,7/4/2019 7:33
1538.56,80.98,131.373,7/4/2019 7:39
580,10,33.7,7/4/2019 7:40
19.18,0,1.54,7/4/2019 7:40
60,0,7,7/4/2019 7:43
170,1,21.32,7/4/2019 7:44
1148.88,60.47,110.0825,7/4/2019 7:44
370.69,19.51,33.19,7/4/2019 7:46
439.85,23.15,44.39,7/4/2019 7:48
49,0,7,7/4/2019 7:52
180,8,16.7,7/4/2019 7:55
220,0,33,7/4/2019 8:01
317.9,16.73,26.9185,7/4/2019 8:06
64.32,3.39,5.415,7/4/2019 8:07
324.24,17.07,26.535,7/4/2019 8:12
490,3.62,61.71,7/4/2019 8:15
60,3.72,3.39,7/4/2019 8:17
170,2.64,19.08,7/4/2019 8:18
80,2.44,7.7,7/4/2019 8:20
110,1.55,13.15,7/4/2019 8:23
40,0,6.52,7/4/2019 8:25
80,7.4,4,7/4/2019 8:27
20,5,-2.6,7/4/2019 8:29
44.67,0,6.22,7/4/2019 8:31
420,31.99,27.18,7/4/2019 8:36
941.4405,49.5495,79.6205,7/5/2019 4:22
98.58,0,12.86,7/4/2019 8:40
69.38,0,9.15,7/4/2019 8:44
290,6,34,7/4/2019 8:45
290,0.6,38.1,7/4/2019 8:46
150,0,37.5,7/4/2019 8:47
270,0,48.41,7/4/2019 8:50
80,3.6,7.2,7/4/2019 9:03
154.57,8.14,14.065,7/4/2019 9:04
190,0,26,7/4/2019 9:05
490,19,50.55,7/4/2019 9:06
109,5,17.2,7/4/2019 9:07
530,18.5,52.87,7/4/2019 9:07
120,2.88,13.26,7/4/2019 9:08
220,0,31.7,7/4/2019 9:09
790,27.2,81.7,7/4/2019 9:15
657.35,34.6,72.1825,7/4/2019 9:15
230,0,30,7/4/2019 9:19
106.02,5.58,8.82,7/4/2019 9:20
1100,53.8,84.2,7/4/2019 9:22
20,1,1.8,7/4/2019 9:22
98.58,0,12.86,7/4/2019 9:22
1471.35,30,168.27,7/4/2019 9:25
60,1.94,6.2,7/4/2019 9:26
160,5,16.51,7/4/2019 9:27
771.5,40.61,67.395,7/4/2019 9:29
210,9,19.2,7/4/2019 9:31
1585.55,83.45,129.35,7/4/2019 9:36
20,3.1,-0.02,7/4/2019 9:39
320,2.85,49.43,7/4/2019 9:40
249.92,0,42.94,7/4/2019 9:45
480,15,50,7/4/2019 9:48
49.47,0,5.57,7/4/2019 9:50
440,0,58,7/4/2019 9:54
30,0,3.92,7/4/2019 9:55
1350,58.17,123.74,7/4/2019 9:56
435,15,45,7/4/2019 9:57
270,3,38,7/4/2019 9:57
279.49,14.71,23.21,7/4/2019 9:59
500,10,72.48,7/4/2019 10:02
16.97,0,2.45,7/4/2019 10:03
1400,27,125.02,7/4/2019 10:38
119.65,0,20.55,7/4/2019 10:47
820,21.44,44.28,7/4/2019 10:56
172.38,0,24.38,7/4/2019 10:57
185,2.28,22.86,7/4/2019 11:01
230,6,25,7/5/2019 10:54
140,0.52,33.2,7/5/2019 10:58
1300,23.35,123.45,7/5/2019 11:10
440,1.56,56.68,7/5/2019 11:16
330,13.58,30.46,7/5/2019 11:24
1130,53.32,101.32,7/5/2019 11:28
460,7.5,53.57,7/5/2019 11:34
260,2,27.52,7/5/2019 4:17
960,25,43.44,7/5/2019 4:20
87.84,0,11.46,7/5/2019 4:40
130,0,16.96,7/5/2019 4:44
39.9,0,5.8,7/5/2019 4:45
100,5,7.6,7/5/2019 4:49
400,14,39.9,7/5/2019 4:56
345,5,43.26,7/5/2019 4:57
130,0,13.93,7/5/2019 5:08
440,10,80,7/5/2019 5:08
600,32,45.6,7/5/2019 5:08
290,5,36,7/5/2019 5:16
240,0,31.25,7/5/2019 5:24
25.6,0,3.4,7/5/2019 5:25
240,2.1,29.4,7/5/2019 5:28
130,0,13.93,7/5/2019 5:28
210,3.5,24.4,7/5/2019 5:29
209,11,19,7/5/2019 5:45
780,10,94.8,7/5/2019 5:46
660,14.83,75.6,7/5/2019 5:49
20,0,2.6,7/5/2019 5:50
210,0.83,27.03,7/5/2019 5:56
25.6,0,3.4,7/5/2019 6:04
513.95,27.05,45.35,7/5/2019 6:11
780,48.51,65.895,7/5/2019 6:23
45.17,0,6.38,7/5/2019 6:25
760,40,68,7/5/2019 6:29
10,0,3.2,7/5/2019 6:36
800,30,78,7/5/2019 6:47
600,15,34.2,7/5/2019 6:53
360,10,37.5,7/5/2019 6:55
1260,70.71,99.205,7/5/2019 6:58
3916.76,206.15,324.855,7/5/2019 7:12
220,4.6,25,7/5/2019 7:15
280,3.1,46.3,7/5/2019 7:15
120,0.3,21.06,7/5/2019 7:17
120,2.85,16.83,7/5/2019 7:19
100,5.8,7.4,7/5/2019 7:20
27.28,0,3.58,7/5/2019 7:21
432.25,22.75,52.25,7/5/2019 7:30
50,0,10,7/5/2019 7:39
320,30,50,7/5/2019 7:43
391.02,20.58,30.52,7/5/2019 7:47
500,9.3,56.9,7/5/2019 7:48
140,7.5,11.6,7/5/2019 7:48
1030,62.88,84.76,7/5/2019 7:52
884.16,61.47,60.54405,7/5/2019 7:57
680,15,33.65,7/5/2019 7:58
461.13,24.27,43.73,7/5/2019 8:03
100,0,13,7/5/2019 8:04
260,2.95,31.36,7/5/2019 8:04
200,12.6,29,7/5/2019 8:11
160,3.1,18.3,7/5/2019 8:12
780,0,97.18,7/5/2019 8:16
480,0,82.15,7/5/2019 8:17
1030,2,137.81,7/5/2019 8:18
200,4,22.7,7/5/2019 8:22
198.74,10.46,15.82,7/5/2019 8:28
50,0,6.52,7/5/2019 8:31
1120,25,67.2,7/5/2019 8:31
418,22,35.4,7/5/2019 8:38
300,3.83,37.38,7/5/2019 8:40
95,6.84,6.378,7/5/2019 8:42
377.82,19.89,88.115,7/5/2019 8:46
180,3,23,7/5/2019 8:47
500,11.35,55.5,7/5/2019 8:48
1524.7,55.3,100.7,7/5/2019 8:49
474.05,32.96,63.045,7/5/2019 8:50
44.67,0,6.22,7/5/2019 8:51
265.15,13.96,24.245,7/5/2019 8:53
10,0,1.4,7/5/2019 8:53
140,5,20.07,7/5/2019 8:55
220,0,25.48,7/5/2019 8:56
190,4.67,20.72,7/5/2019 8:58
40,2,3.6,7/5/2019 8:58
400,8.2,45.02,7/5/2019 9:01
70,2.88,5.38,7/5/2019 9:03
199.92,0,26.88,7/5/2019 9:06
129,0,16.86,7/5/2019 9:07
390,10,10.85,7/5/2019 9:16
95,0,15,7/5/2019 9:17
97.48,0,16.5,7/5/2019 9:19
290,5,21.82,7/5/2019 9:20
137.95,0,15.7,7/5/2019 9:28
516.99,27.21,87.69,7/5/2019 9:33
100,1.5,11.66,7/5/2019 9:33
104.5,5.5,10.5,7/5/2019 9:34
30.9,0,3.9,7/5/2019 9:35
85.03,4.48,6.025,7/5/2019 9:39
1670,46.8,105.43,7/5/2019 9:41
500,18.3,52.1,7/5/2019 9:41
142.5,7.5,13.2,7/5/2019 9:43
227.73,11.99,19.734,7/5/2019 9:48
130,3.05,14.35,7/5/2019 9:50
900,50,109,7/5/2019 9:50
1440,58,135.52,7/5/2019 9:51
70,1.25,6.95,7/5/2019 9:52
30,0,8.7,7/5/2019 9:52
1625.55,85.56,143.745,7/5/2019 9:53
50,0,6.52,7/5/2019 9:54
98,0,13,7/5/2019 9:54
445.93,23.47,47.03,7/5/2019 10:00
3581.98,129.92,284.7835,7/5/2019 10:01
751.93,39.58,77.045,7/5/2019 10:02
1270.63,66.88,108.935,7/5/2019 10:06
59.5,0,8.4,7/5/2019 10:06
370,2,47.38,7/5/2019 10:08
120,0,27.72,7/5/2019 10:10
110,1,21,7/5/2019 10:11
450.06,0,58.32,7/5/2019 10:12
625.18,0,104.13,7/5/2019 10:13
100,4,9.6,7/5/2019 10:14
180,0,45,7/5/2019 10:16
267.8,0,52.8,7/5/2019 10:18
1450,61.8,113.76,7/5/2019 10:29
20,2.64,0.36,7/6/2019 9:05
700,15,84.32,7/6/2019 9:18
60,0.3,7.2,7/6/2019 9:18
250,3.55,31.2,7/6/2019 9:23
800,0,64,7/6/2019 9:26
600,32.94,49.383,7/6/2019 9:31
50,0.85,4.53,7/6/2019 9:32
200,0,38.97,7/6/2019 9:35
45,2.1,4.13,7/6/2019 9:36
100,5,6.22,7/6/2019 9:38
460,2.4,60.85,7/6/2019 9:47
45.17,0,6.38,7/6/2019 9:51
200,14.4,13.48,7/6/2019 10:00
320,3,39.12,7/6/2019 10:07
516.705,27.195,51.245,7/6/2019 10:12
200,7,20,7/6/2019 10:13
50,0,5,7/6/2019 10:21
96.3,0,12.68,7/6/2019 10:26
110,0,20,7/6/2019 10:27
85,0,14.37,7/6/2019 10:31
30,2.44,1.22,7/6/2019 10:43
150,10,12,7/6/2019 10:45
150,11.6,9.4,7/6/2019 10:50
290,10,27.99,7/6/2019 10:58
530,20,47.7,7/6/2019 11:15
2360,32,176.38,7/6/2019 11:15
44.67,0,6.22,7/6/2019 11:16
460,5,74.25,7/6/2019 11:20
209,0,29,7/6/2019 11:23
755.25,39.75,70.05,7/6/2019 11:24
50,0,6.05,7/6/2019 11:39
420,4,58.52,7/6/2019 11:50
210,3.4,25,7/6/2019 12:06
47,0,3.75,7/6/2019 12:12
580,3.4,84.95,7/6/2019 12:18
680,4.6,84.86,7/6/2019 12:19
300,0,65,7/6/2019 12:27
398.43,20.97,33.83,7/6/2019 12:36
70,4.4,11.05,7/6/2019 12:44
427.5,22.5,36.2,7/6/2019 12:50
180,0,45,7/6/2019 12:55
830,12,108.7,7/6/2019 1:18
100,7,7,7/6/2019 4:17
330,6,35.26,7/6/2019 4:18
410,12.4,43.2,7/6/2019 4:29
8,0,1.6,7/6/2019 4:29
575,0,97.5,7/6/2019 5:05
1507.25,79.33,125.511,7/6/2019 5:06
300,11.7,28.95,7/6/2019 5:10
80,0,20.96,7/6/2019 5:15
110,0,14,7/6/2019 5:22
1480,0,76.96,7/6/2019 5:31
4583.58,241.24,387.629,7/6/2019 5:43
2300,90,149,7/6/2019 5:47
130,0,17.1,7/6/2019 5:53
950,21.1,106.1,7/6/2019 5:53
80,0,10.8,7/6/2019 5:54
840,44.91,71.045,7/6/2019 5:55
112.9,0,14.86,7/6/2019 5:59
104,0,11.84,7/6/2019 6:00
1040,48,94.4,7/6/2019 6:04
50,0,5,7/6/2019 6:15
428.3,25.7,33.3,7/6/2019 6:18
90,0,9.64,7/6/2019 6:18
200,10,17,7/6/2019 6:19
40,2.4,3.16,7/6/2019 6:24
190,5,23,7/6/2019 6:27
410,15,78,7/6/2019 6:32
600,39.92,51.804,7/6/2019 6:33
30,0.32,3.6,7/6/2019 6:37
270,6.9,29.2,7/6/2019 6:39
140,0,38,7/6/2019 6:42
96.3,0,12.68,7/6/2019 6:45
362.5,10,46.25,7/6/2019 6:48
394.25,20.75,33.25,7/6/2019 6:49
190,5,55,7/6/2019 6:53
30,0,3.93,7/6/2019 6:55
40,1.8,4.8,7/6/2019 6:56
248.05,13.06,20.9445,7/6/2019 6:57
10,0,1.3,7/6/2019 7:02
310,4,46.6,7/6/2019 7:06
645.68,40.72,48.68,7/6/2019 7:07
420,10,46,7/6/2019 7:10
558.72,17.28,62.08,7/6/2019 7:12
300,7,36,7/6/2019 7:16
672.6,35.4,68.1,7/6/2019 7:17
1100,27.6,113.6,7/6/2019 7:21
1360,50,77,7/6/2019 7:22
310,0,229,7/6/2019 7:23
150,2.3,19.8,7/6/2019 7:26
92.66,0,12.54,7/6/2019 7:26
500,10,113.86,7/6/2019 7:26
80,0,8,7/6/2019 7:28
169,0,32,7/6/2019 7:28
92.4,0,12.4,7/6/2019 7:28
300,16,22.8,7/6/2019 7:29
574.5,43.24,37.3982,7/6/2019 7:30
70,2.88,4.96,7/6/2019 7:30
1360,7,108.85,7/6/2019 7:34
35,0,3.5,7/6/2019 7:34
270,5,30.87,7/6/2019 7:37
119.89,6.31,13.57,7/6/2019 7:38
49.31,0,6.83,7/6/2019 7:40
300,10.4,29.3,7/6/2019 7:40
20,0,1.92,7/6/2019 7:43
44.67,0,6.22,7/6/2019 7:45
1274.33,67.07,113.73,7/6/2019 7:45
671.24,20.76,72.44,7/6/2019 7:49
828.4,43.6,70.61,7/7/2019 10:58
280,13.4,43,7/6/2019 7:52
310,7.4,39.3,7/6/2019 7:56
129,0,19.35,7/6/2019 7:57
99.32,5.23,10.7225,7/6/2019 7:58
400,2,81.1,7/6/2019 7:58
230.18,17.33,14.975,7/6/2019 8:03
70,0.69,5.3,7/6/2019 8:07
6102.42,321.18,515.82,7/6/2019 8:10
2040,107.51,168.255,7/6/2019 8:18
90,5,7,7/6/2019 8:20
57.3,0,7.47,7/6/2019 8:21
480,18,50.02,7/6/2019 8:22
290,0,38,7/6/2019 8:23
430,2,57.52,7/6/2019 8:25
380,9,42,7/6/2019 8:26
305.17,0,39.53,7/6/2019 8:30
59.8,0,7.8,7/6/2019 8:30
100,0.48,12.67,7/6/2019 8:30
100,0,19,7/6/2019 8:33
450,10,50,7/6/2019 8:34
187.15,9.85,14.35,7/6/2019 8:35
900,0,72,7/6/2019 8:37
632.415,33.285,55.915,7/6/2019 8:40
70,0,8.4,7/6/2019 8:41
227.24,11.96,19.24,7/6/2019 8:44
100,3.41,14.65,7/6/2019 8:46
470,2,73.4,7/6/2019 8:49
650,37.91,49.095,7/6/2019 8:50
364.33,0,47.36,7/6/2019 8:53
2725.7,84.3,165.88,7/6/2019 8:58
650,9,76.96,7/6/2019 9:01
140.14,0,18.86,7/6/2019 9:09
170,4.69,18.21,7/6/2019 9:10
500,10,54.86,7/6/2019 9:11
947.11,29.29,113.408,7/6/2019 9:11
2430,95,243.07,7/6/2019 9:15
55,2.3,5.17,7/6/2019 9:17
25,0,3.3,7/6/2019 9:19
179.6,0,22.4,7/6/2019 9:25
120,4.44,10.92,7/6/2019 9:28
89.8,0,11.2,7/6/2019 9:28
267.2,14.06,21.777,7/6/2019 9:36
478.71,25.2,40.405,7/6/2019 9:37
490,27.55,39.9525,7/6/2019 9:39
88.25,0,19.96,7/6/2019 9:40
44.67,0,6.22,7/6/2019 9:44
259.41,13.65,21.627,7/6/2019 9:49
200,3.9,26.5,7/6/2019 9:49
160,0,16,7/6/2019 9:50
16,0,2,7/6/2019 9:53
140,2.44,15.32,7/6/2019 9:55
1003.41,36.39,63.907,7/6/2019 9:59
2184.77,67.57,181.6798,7/6/2019 10:05
190,0,27.65,7/6/2019 10:07
160,3,19.05,7/6/2019 10:10
150,6,19.6,7/6/2019 10:11
230,0,30.92,7/6/2019 10:17
430,9.6,48.8,7/6/2019 10:17
461.75,24.3,41.4275,7/6/2019 10:23
310,10,31.5,7/6/2019 10:27
501.98,15.53,51.975,7/6/2019 10:27
60,3,5.9,7/6/2019 10:31
450,10,50,7/6/2019 10:36
1841.67,96.93,149.37,7/6/2019 10:40
340,9,36.58,7/6/2019 10:41
500,16,50.79,7/6/2019 10:43
187.55,0,24.38,7/6/2019 10:45
232.7,9.7,21.804,7/6/2019 10:45
90,2.4,9.6,7/6/2019 10:57
20,0.4,3.02,7/7/2019 8:58
30,2.88,-0.24,7/7/2019 9:00
105,2,12,7/7/2019 9:01
150,6,19.6,7/7/2019 9:08
140,6.66,14,7/7/2019 9:11
490.89,25.84,41.5635,7/7/2019 9:14
164.995,11.705,8.495,7/7/2019 9:37
90,0,8.17,7/7/2019 9:42
358.56,18.87,31.8085,7/7/2019 9:49
478.8,25.2,44.24,7/7/2019 9:49
630,34.4,45.84,7/7/2019 10:00
90,0,10,7/7/2019 10:01
100,0,20,7/7/2019 10:03
363.41,19.13,30.593,7/7/2019 10:08
140,1.64,16.18,7/7/2019 10:11
200,1.12,26.78,7/7/2019 10:15
269.85,14.2,25.8175,7/7/2019 10:18
75,2,4.68,7/7/2019 10:26
737.44,38.81,62.7375,7/7/2019 10:41
550,5.25,66.41,7/7/2019 10:41
130,0,17,7/7/2019 10:55
77.1,0,10,7/7/2019 11:04
400,10,38.43,7/7/2019 11:04
440,5,56.84,7/7/2019 11:06
110,5,17,7/7/2019 11:06
2800,103.4,174.9,7/7/2019 11:07
180,9,17.7,7/7/2019 11:07
250,0,32.7,7/7/2019 11:16
270.18,14.22,25.58,7/7/2019 11:27
250,6.62,26.84,7/7/2019 11:57
500,18,55.13,7/7/2019 12:03
421.56,13.04,43.562,7/7/2019 12:12
150,0.4,21.2,7/7/2019 12:14
130,5,11.06,7/7/2019 12:52
2200,80,145.9,7/7/2019 12:53
220,19.4,11.92,7/7/2019 12:54
40,0,13.16,7/7/2019 12:56
580,9.2,59.04,7/7/2019 1:04
20,1.98,0.12,7/7/2019 1:05
270,2,22.73,7/7/2019 1:27
920,40,84.1,7/7/2019 5:07
200,1.75,24.5,7/7/2019 5:09
1457.15,52.85,96.65,7/7/2019 5:15
750,0,102.5,7/7/2019 5:19
44.07,0,6.07,7/7/2019 5:19
609,0,73.25,7/7/2019 5:25
1294.47,68.13,121.67,7/7/2019 5:27
800,0,64,7/7/2019 5:29
850,38.8,85.6,7/7/2019 5:32
1,0,0.15,7/9/2019 9:22
10,0,3.2,7/7/2019 5:37
17.33,0,2.34,7/7/2019 5:51
96.3,0,12.68,7/7/2019 5:52
140,0,19.3,7/7/2019 5:56
600,0,60,7/7/2019 6:02
120,3.6,26.9,7/7/2019 6:04
490,5,61,7/7/2019 6:06
280,10,38.34,7/7/2019 6:10
170,3.4,22.2,7/7/2019 6:36
380,0,50,7/7/2019 6:43
380,10,41,7/7/2019 6:53
3800,0,570,7/7/2019 6:55
1670,50,117.54,7/7/2019 7:04
179.4,5.55,18.4015,7/7/2019 7:07
75,0,10,7/7/2019 7:08
240,10.02,24.3,7/7/2019 7:14
390,9,48.43,7/7/2019 7:15
210,6,23.76,7/7/2019 7:16
83.35,4.39,6.333,7/7/2019 7:22
168.63,8.88,13.105,7/7/2019 7:24
600,0,55,7/7/2019 7:25
185.47,7.73,16.272,7/7/2019 7:25
241.92,10.08,25.52,7/7/2019 7:25
1650,70,141,7/7/2019 7:26
517.37,27.23,43.97,7/7/2019 7:27
210,5,23.2,7/7/2019 7:31
296.88,15.63,25.005,7/7/2019 7:32
381.12,15.88,38.38,7/7/2019 7:36
320,10.5,35.2,7/7/2019 7:36
160.55,8.45,23.55,7/7/2019 7:41
1247.35,65.65,116.03,7/7/2019 7:42
31.24,1.64,0.996,7/7/2019 7:43
412.88,21.73,36.9495,7/7/2019 7:50
783.94,41.26,64.77,7/7/2019 7:52
848.21,44.64,76.1775,7/7/2019 8:02
499.2,20.8,48.16,7/7/2019 8:03
620,20.7,68.97,7/7/2019 8:07
800,15.13,106.75,7/7/2019 8:11
421.33,22.18,39.725,7/7/2019 8:14
339.84,14.16,32.84,7/7/2019 8:17
150,0,37.5,7/7/2019 8:17
179.79,0,23.79,7/7/2019 8:18
275.9,0,80,7/7/2019 8:21
220,10,19.92,7/7/2019 8:23
85.36,2.64,8.96,7/7/2019 8:26
100,0,13,7/7/2019 8:26
278.43,8.61,32.7708,7/7/2019 8:28
467.16,24.59,29.0425,7/7/2019 8:31
150,1.35,26.14,7/7/2019 8:33
460,13,48.5,7/7/2019 8:36
1100,26,80.55,7/7/2019 8:39
9.59,0,0.77,7/7/2019 8:46
95,0,11.07,7/7/2019 8:46
661.77,34.83,55.87,7/7/2019 8:48
656.79,20.31,67.887,7/7/2019 8:50
300,0,36.8,7/7/2019 8:52
20,0,2.6,7/7/2019 8:53
60,0,6,7/7/2019 8:55
1099.2,0,75,7/7/2019 9:01
410,15,26.24,7/7/2019 9:02
170,0,23,7/7/2019 9:19
703.92,29.33,66.32,7/7/2019 9:21
1377.48,72.5,115.941,7/7/2019 9:22
390,4.2,47.48,7/7/2019 9:23
359.19,18.9,29.5655,7/7/2019 9:24
910.1,47.9,77.1,7/7/2019 9:25
305.03,16.05,28.256,7/7/2019 9:29
370.35,11.45,26.666,7/7/2019 9:31
200,0,21.43,7/7/2019 9:31
130.42,6.86,11.016,7/7/2019 9:32
165,4,28,7/7/2019 9:35
180,10,40,7/7/2019 9:35
455.36,23.97,44.6935,7/7/2019 9:37
600,5.5,73.48,7/7/2019 9:45
249.38,13.13,20.935,7/7/2019 9:46
330,8,56,7/7/2019 9:48
330.91,13.79,31.112,7/7/2019 9:49
228,12,19.4,7/7/2019 9:51
250,5.72,25.92,7/7/2019 9:54
212.8,11.2,18.06,7/7/2019 9:58
45,0,10.5,7/7/2019 10:08
199.2,0,31.55,7/7/2019 10:09
900,43.5,80.6,7/7/2019 10:10
500,7.96,80,7/7/2019 10:18
100,10,5,7/7/2019 10:19
50,1.44,4.38,7/7/2019 10:25
700,28.4,65.7,7/7/2019 10:29
460,16.4,51.4,7/7/2019 10:38
1200,30,56.1,7/7/2019 10:43
450,10.14,50.61,7/7/2019 10:44
27.47,0,3.58,7/7/2019 10:46
